SquareFeet,Bedrooms,Bathrooms,HouseAge,DistanceToCityCenter,GarageSpaces,Neighborhood,Price
1611,3,1.0,18,1.6,2,Gated Society,10942866.23
2142,3,2.0,15,1.4,1,Suburban,11816658.13
1597,3,1.5,29,3.6,2,Suburban,9735003.89
2007,3,3.5,14,7.0,0,Gated Society,12718624.46
1784,3,1.5,6,2.0,3,Suburban,10698865.8
2419,3,1.0,15,1.0,0,Gated Society,14160655.08
1772,2,1.0,4,4.8,2,Gated Society,11762763.72
825,2,3.0,15,6.1,2,Suburban,6498123.21
2494,2,2.0,0,21.4,3,City Center,15013669.4
1302,3,1.0,18,5.8,1,Gated Society,9326289.9
1440,3,4.0,4,4.1,2,Rural / Outskirts,8661011.53
1472,2,1.5,6,5.5,1,City Center,10571255.93
2556,1,1.5,18,17.1,0,Suburban,12234788.98
625,3,2.5,21,11.5,1,Suburban,5118182.34
3526,2,1.0,4,2.5,0,Gated Society,18590580.09
2381,3,3.5,28,1.8,3,Gated Society,14817192.49
1923,1,3.0,16,2.0,0,City Center,12175861.62
1770,3,2.0,25,4.6,1,Rural / Outskirts,8511380.41
1957,4,3.5,21,8.9,1,City Center,13126114.21
2087,2,3.0,29,4.5,1,Gated Society,12747737.01
2155,3,1.5,7,1.0,2,Suburban,12248631.13
2106,1,3.5,28,8.4,0,Suburban,10778727.8
1849,3,3.0,28,10.7,1,City Center,11972296.9
1691,3,1.5,0,2.2,1,City Center,12098023.88
1717,2,1.5,1,7.1,2,Gated Society,11459034.71
1693,3,1.5,29,3.6,2,Suburban,10031287.59
2424,4,1.5,14,14.3,3,City Center,14964540.74
2126,2,4.0,19,12.1,0,City Center,13315405.05
600,1,1.5,27,4.8,1,City Center,6508050.65
2161,4,2.5,17,7.6,0,Gated Society,12990697.97
1907,3,3.5,10,14.0,0,Gated Society,11761953.25
1790,4,3.0,24,4.5,1,City Center,12899042.55
1586,3,2.5,9,,2,Suburban,10266835.54
2418,3,4.0,23,9.1,1,City Center,14743334.55
2321,2,2.5,23,1.6,1,Rural / Outskirts,11150832.65
1375,3,1.0,3,3.2,2,Rural / Outskirts,7786628.4
2024,4,1.0,4,13.1,2,Gated Society,12792064.22
1266,3,1.0,3,8.4,1,Rural / Outskirts,6812318.59
1041,2,2.0,12,3.4,1,Gated Society,8672358.3
1455,2,1.0,24,1.6,1,Gated Society,9684196.44
2274,2,3.0,12,2.9,0,Suburban,11955916.97
2324,2,2.5,17,2.2,1,Suburban,12604415.14
2082,2,3.0,28,1.3,1,City Center,13267497.46
2199,3,3.5,26,8.8,2,Suburban,11889074.42
2084,3,1.0,23,1.9,2,Suburban,11545665.68
1447,2,4.0,1,3.9,1,City Center,11246390.17
2038,3,2.0,15,3.2,1,Suburban,11718764.76
2240,1,3.5,0,26.1,1,Suburban,10935515.3
2215,1,4.0,25,3.2,2,City Center,14109961.35
2454,2,2.0,18,1.0,1,Suburban,13465486.51
2190,3,3.5,8,1.0,1,Rural / Outskirts,11365524.91
1993,2,2.5,27,5.8,0,Gated Society,11670836.71
2389,2,3.0,2,5.9,0,Gated Society,14134859.77
1785,2,1.5,24,3.5,2,Suburban,10240492.69
1315,3,3.0,6,3.7,1,Suburban,9082661.2
1710,1,1.0,28,1.0,1,City Center,11160920.0
1390,3,4.0,9,4.7,1,Rural / Outskirts,8027894.72
